Answer.1,Input.var_arrays
5,"[{""wl"": [""ссср"", ""союза"", ""работал"", ""году"", ""года"", ""поля""], ""id"": 1, ""wl_id"": ""32""}]"
5,"[{""wl"": [""россия"", ""советский"", ""москва"", ""ссср"", ""российский"", ""команда""], ""id"": 1, ""wl_id"": ""33""}]"
4,"[{""wl"": [""сигнал"", ""частота"", ""волна"", ""экзамен"", ""ван"", ""напряжение""], ""id"": 1, ""wl_id"": ""34""}]"
5,"[{""wl"": [""уезд"", ""городской"", ""назад"", ""быть"", ""округ"", ""год""], ""id"": 1, ""wl_id"": ""35""}]"
2,"[{""wl"": [""андрей"", ""михаил"", ""искусств"", ""николай"", ""сергей"", ""дмитрий""], ""id"": 1, ""wl_id"": ""36""}]"
5,"[{""wl"": [""виды"", ""род"", ""видов"", ""рода"", ""растений"", ""канады""], ""id"": 1, ""wl_id"": ""37""}]"
1,"[{""wl"": [""культуры"", ""список"", ""одежды"", ""наследия"", ""фонда"", ""памятник""], ""id"": 1, ""wl_id"": ""38""}]"
3,"[{""wl"": [""еврейский"", ""норвегия"", ""польша"", ""после"", ""польский"", ""война""], ""id"": 1, ""wl_id"": ""39""}]"
2,"[{""wl"": [""или"", ""как"", ""мочь"", ""a"", ""для"", ""и""], ""id"": 1, ""wl_id"": ""40""}]"
2,"[{""wl"": [""является"", ""клеток"", ""человека"", ""клетки"", ""сети"", ""являются""], ""id"": 1, ""wl_id"": ""41""}]"
5,"[{""wl"": [""для"", ""или"", ""и"", ""при"", ""с"", ""станция""], ""id"": 1, ""wl_id"": ""42""}]"
3,"[{""wl"": [""образования"", ""г"", ""школа"", ""для"", ""школы"", ""обучения""], ""id"": 1, ""wl_id"": ""43""}]"
3,"[{""wl"": [""воздух"", ""поверхность"", ""камера"", ""австралийский"", ""газ"", ""давление""], ""id"": 1, ""wl_id"": ""44""}]"
4,"[{""wl"": [""был"", ""года"", ""были"", ""была"", ""граф"", ""было""], ""id"": 1, ""wl_id"": ""45""}]"
5,"[{""wl"": [""польше"", ""волость"", ""нижегородской"", ""нем"", ""единица"", ""воеводство""], ""id"": 1, ""wl_id"": ""46""}]"
4,"[{""wl"": [""его"", ""был"", ""ii"", ""i"", ""церкви"", ""его""], ""id"": 1, ""wl_id"": ""47""}]"
3,"[{""wl"": [""штат"", ""матч"", ""в"", ""за"", ""клуб"", ""год""], ""id"": 1, ""wl_id"": ""48""}]"
4,"[{""wl"": [""полк"", ""война"", ""в"", ""армия"", ""год"", ""новый""], ""id"": 1, ""wl_id"": ""49""}]"
5,"[{""wl"": [""джеймс"", ""братья"", ""братьев"", ""international"", ""британского"", ""на""], ""id"": 1, ""wl_id"": ""50""}]"
2,"[{""wl"": [""или"", ""использоваться"", ""музыка"", ""из"", ""для"", ""и""], ""id"": 1, ""wl_id"": ""51""}]"
0,"[{""wl"": [""острове"", ""китая"", ""испании"", ""японии"", ""японской"", ""китае""], ""id"": 1, ""wl_id"": ""52""}]"
5,"[{""wl"": [""б"", ""д"", ""л"", ""р"", ""х"", ""лет""], ""id"": 1, ""wl_id"": ""53""}]"
2,"[{""wl"": [""одежда"", ""подземный"", ""да"", ""шахта"", ""глубина"", ""вода""], ""id"": 1, ""wl_id"": ""54""}]"
2,"[{""wl"": [""ракета"", ""лодка"", ""крымский"", ""вооружение"", ""быть"", ""боевой""], ""id"": 1, ""wl_id"": ""55""}]"
1,"[{""wl"": [""метод"", ""мочь"", ""изучение"", ""научный"", ""наука"", ""теория""], ""id"": 1, ""wl_id"": ""56""}]"
3,"[{""wl"": [""река"", ""километр"", ""водный"", ""планета"", ""данные"", ""по""], ""id"": 1, ""wl_id"": ""57""}]"
5,"[{""wl"": [""проспект"", ""улица"", ""транспорт"", ""москва"", ""проезд"", ""животное""], ""id"": 1, ""wl_id"": ""58""}]"
2,"[{""wl"": [""см"", ""или"", ""титула"", ""до"", ""у"", ""вид""], ""id"": 1, ""wl_id"": ""59""}]"
5,"[{""wl"": [""рука"", ""бой"", ""оружие"", ""они"", ""сила"", ""школа""], ""id"": 1, ""wl_id"": ""60""}]"
5,"[{""wl"": [""поля"", ""света"", ""энергии"", ""скорость"", ""поле"", ""населения""], ""id"": 1, ""wl_id"": ""61""}]"
1,"[{""wl"": [""построить"", ""век"", ""быть"", ""здание"", ""город"", ""найти""], ""id"": 1, ""wl_id"": ""62""}]"
3,"[{""wl"": [""год"", ""в"", ""на"", ""правительство"", ""и"", ""с""], ""id"": 1, ""wl_id"": ""63""}]"
2,"[{""wl"": [""художник"", ""он"", ""де"", ""его"", ""язык"", ""французский""], ""id"": 1, ""wl_id"": ""64""}]"
4,"[{""wl"": [""на"", ""от"", ""метр"", ""расположить"", ""мельница"", ""километр""], ""id"": 1, ""wl_id"": ""65""}]"
0,"[{""wl"": [""волна"", ""поэт"", ""марк"", ""произведение"", ""писатель"", ""литература""], ""id"": 1, ""wl_id"": ""66""}]"
3,"[{""wl"": [""составляет"", ""районе"", ""площадь"", ""входит"", ""человек"", ""население""], ""id"": 1, ""wl_id"": ""67""}]"
0,"[{""wl"": [""почтовый"", ""святой"", ""день"", ""италия"", ""считаться"", ""из""], ""id"": 1, ""wl_id"": ""68""}]"
1,"[{""wl"": [""акт"", ""@card@"", ""юридический"", ""лицо"", ""общество"", ""право""], ""id"": 1, ""wl_id"": ""69""}]"
4,"[{""wl"": [""тома"", ""нижнего"", ""нижегородской"", ""филипп"", ""была"", ""нижний""], ""id"": 1, ""wl_id"": ""70""}]"
5,"[{""wl"": [""слова"", ""или"", ""для"", ""как"", ""для"", ""название""], ""id"": 1, ""wl_id"": ""71""}]"
1,"[{""wl"": [""как"", ""чтения"", ""человека"", ""общества"", ""о"", ""жизни""], ""id"": 1, ""wl_id"": ""72""}]"
4,"[{""wl"": [""ок"", ""против"", ""v"", ""x"", ""граф"", ""ум""], ""id"": 1, ""wl_id"": ""73""}]"
2,"[{""wl"": [""лечения"", ""крови"", ""не"", ""тела"", ""лечение"", ""у""], ""id"": 1, ""wl_id"": ""74""}]"
0,"[{""wl"": [""станции"", ""при"", ""с"", ""или"", ""для"", ""и""], ""id"": 1, ""wl_id"": ""75""}]"
1,"[{""wl"": [""али"", ""турции"", ""оружие"", ""бой"", ""оружия"", ""войны""], ""id"": 1, ""wl_id"": ""76""}]"
4,"[{""wl"": [""и"", ""для"", ""у"", ""род"", ""семейство"", ""вид""], ""id"": 1, ""wl_id"": ""77""}]"
1,"[{""wl"": [""лет"", ""альберт"", ""средний"", ""переписи"", ""на"", ""населения""], ""id"": 1, ""wl_id"": ""78""}]"
2,"[{""wl"": [""не"", ""и"", ""немецких"", ""что"", ""он"", ""его""], ""id"": 1, ""wl_id"": ""79""}]"
0,"[{""wl"": [""д"", ""области"", ""наук"", ""исследований"", ""научных"", ""исследования""], ""id"": 1, ""wl_id"": ""80""}]"
3,"[{""wl"": [""вячеслав"", ""король"", ""он"", ""@card@"", ""свой"", ""быть""], ""id"": 1, ""wl_id"": ""81""}]"
3,"[{""wl"": [""год"", ""группа"", ""альбом"", ""зеландия"", ""песня"", ""the""], ""id"": 1, ""wl_id"": ""82""}]"
4,"[{""wl"": [""азия"", ""индонезия"", ""юго-восточной"", ""храм"", ""тон"", ""китай""], ""id"": 1, ""wl_id"": ""83""}]"
1,"[{""wl"": [""ввс"", ""польша"", ""экипаж"", ""крыло"", ""воздушный"", ""совершить""], ""id"": 1, ""wl_id"": ""84""}]"
5,"[{""wl"": [""мир"", ""в"", ""село"", ""на"", ""чемпионат"", ""год""], ""id"": 1, ""wl_id"": ""85""}]"
5,"[{""wl"": [""суд"", ""дело"", ""по"", ""решение"", ""о"", ""год""], ""id"": 1, ""wl_id"": ""86""}]"
2,"[{""wl"": [""венгрии"", ""российской"", ""день"", ""региона"", ""государства"", ""империи""], ""id"": 1, ""wl_id"": ""87""}]"
3,"[{""wl"": [""английский"", ""англия"", ""великобритания"", ""джон"", ""британский"", ""эра""], ""id"": 1, ""wl_id"": ""88""}]"
4,"[{""wl"": [""программы"", ""день"", ""на"", ""проекта"", ""доктора"", ""часов""], ""id"": 1, ""wl_id"": ""89""}]"
1,"[{""wl"": [""и"", ""быть"", ""в"", ""он"", ""для"", ""не""], ""id"": 1, ""wl_id"": ""90""}]"
3,"[{""wl"": [""фон"", ""италии"", ""де"", ""de"", ""франции"", ""улицы""], ""id"": 1, ""wl_id"": ""91""}]"
5,"[{""wl"": [""назван"", ""г"", ""года"", ""с"", ""по"", ""член""], ""id"": 1, ""wl_id"": ""92""}]"
1,"[{""wl"": [""гдр"", ""мочь"", ""управление"", ""объединение"", ""фрг"", ""адмирал""], ""id"": 1, ""wl_id"": ""93""}]"
2,"[{""wl"": [""программа"", ""право"", ""год"", ""премия"", ""канал"", ""конкурс""], ""id"": 1, ""wl_id"": ""94""}]"
5,"[{""wl"": [""река"", ""км"", ""россии"", ""реки"", ""по"", ""назвать""], ""id"": 1, ""wl_id"": ""95""}]"
3,"[{""wl"": [""ли"", ""титул"", ""его"", ""китайский"", ""трон"", ""титула""], ""id"": 1, ""wl_id"": ""96""}]"
5,"[{""wl"": [""род"", ""губерния"", ""иван"", ""население"", ""князь"", ""@card@""], ""id"": 1, ""wl_id"": ""97""}]"
4,"[{""wl"": [""растение"", ""для"", ""и"", ""япония"", ""или"", ""дерево""], ""id"": 1, ""wl_id"": ""98""}]"
0,"[{""wl"": [""президента"", ""игра"", ""для"", ""игр"", ""версии"", ""игры""], ""id"": 1, ""wl_id"": ""99""}]"
2,"[{""wl"": [""выборов"", ""средства"", ""общины"", ""результатам"", ""входит"", ""в""], ""id"": 1, ""wl_id"": ""100""}]"
5,"[{""wl"": [""университета"", ""университет"", ""университете"", ""степень"", ""года"", ""швеции""], ""id"": 1, ""wl_id"": ""101""}]"
0,"[{""wl"": [""год"", ""монастырь"", ""церковь"", ""святой"", ""символ"", ""храм""], ""id"": 1, ""wl_id"": ""102""}]"
5,"[{""wl"": [""занимать"", ""площадь"", ""коммуна"", ""человек"", ""земля"", ""@card@""], ""id"": 1, ""wl_id"": ""103""}]"
2,"[{""wl"": [""актёр"", ""фильм"", ""обмена"", ""фильма"", ""кино"", ""фильмов""], ""id"": 1, ""wl_id"": ""104""}]"
4,"[{""wl"": [""версия"", ""библиотеки"", ""перевод"", ""текста"", ""белых"", ""текст""], ""id"": 1, ""wl_id"": ""105""}]"
1,"[{""wl"": [""движения"", ""войны"", ""во"", ""был"", ""то"", ""после""], ""id"": 1, ""wl_id"": ""106""}]"
0,"[{""wl"": [""честь"", ""назван"", ""земли"", ""был"", ""ли"", ""лет""], ""id"": 1, ""wl_id"": ""107""}]"
2,"[{""wl"": [""был"", ""войны"", ""в"", ""года"", ""армии"", ""г""], ""id"": 1, ""wl_id"": ""108""}]"
1,"[{""wl"": [""период"", ""пермский"", ""и"", ""п"", ""б"", ""д""], ""id"": 1, ""wl_id"": ""109""}]"
0,"[{""wl"": [""изображение"", ""на"", ""при"", ""чемпионат"", ""для"", ""с""], ""id"": 1, ""wl_id"": ""110""}]"
4,"[{""wl"": [""группы"", ""альбома"", ""группа"", ""с"", ""the"", ""альбом""], ""id"": 1, ""wl_id"": ""111""}]"
0,"[{""wl"": [""ван"", ""чили"", ""одноимённой"", ""джордж"", ""ян"", ""испании""], ""id"": 1, ""wl_id"": ""112""}]"
5,"[{""wl"": [""черный"", ""чёрного"", ""цвет"", ""вино"", ""красный"", ""изучение""], ""id"": 1, ""wl_id"": ""113""}]"
2,"[{""wl"": [""организация"", ""для"", ""корея"", ""и"", ""деятельность"", ""развитие""], ""id"": 1, ""wl_id"": ""114""}]"
5,"[{""wl"": [""год"", ""гибель"", ""аэропорт"", ""рынок"", ""компания"", ""миллион""], ""id"": 1, ""wl_id"": ""115""}]"
2,"[{""wl"": [""персонаж"", ""игровой"", ""серия"", ""язык"", ""игра"", ""игрок""], ""id"": 1, ""wl_id"": ""116""}]"
1,"[{""wl"": [""порт"", ""род"", ""флот"", ""корабль"", ""судно"", ""морской""], ""id"": 1, ""wl_id"": ""117""}]"
0,"[{""wl"": [""произведение"", ""для"", ""с"", ""на"", ""система"", ""и""], ""id"": 1, ""wl_id"": ""118""}]"
3,"[{""wl"": [""республика"", ""казахский"", ""область"", ""и"", ""сср"", ""казахстан""], ""id"": 1, ""wl_id"": ""119""}]"
0,"[{""wl"": [""мира"", ""организации"", ""учение"", ""медицины"", ""стран"", ""индии""], ""id"": 1, ""wl_id"": ""120""}]"
5,"[{""wl"": [""донецкой"", ""владимира"", ""виктор"", ""виктора"", ""игорь"", ""воеводство""], ""id"": 1, ""wl_id"": ""121""}]"
4,"[{""wl"": [""дни"", ""мартин"", ""чтения"", ""домашней"", ""для"", ""альберт""], ""id"": 1, ""wl_id"": ""122""}]"
0,"[{""wl"": [""местный"", ""общество"", ""украина"", ""украинский"", ""киев"", ""киевский""], ""id"": 1, ""wl_id"": ""123""}]"
3,"[{""wl"": [""нидерланды"", ""шахта"", ""мужской"", ""ван"", ""одежда"", ""женский""], ""id"": 1, ""wl_id"": ""124""}]"
3,"[{""wl"": [""документ"", ""сайт"", ""текст"", ""одежда"", ""информация"", ""файл""], ""id"": 1, ""wl_id"": ""125""}]"
1,"[{""wl"": [""и"", ""движения"", ""как"", ""что"", ""не"", ""к""], ""id"": 1, ""wl_id"": ""126""}]"
2,"[{""wl"": [""кость"", ""назад"", ""миллион"", ""шахта"", ""зуб"", ""животное""], ""id"": 1, ""wl_id"": ""127""}]"
2,"[{""wl"": [""россия"", ""русский"", ""метод"", ""сибирь"", ""российский"", ""край""], ""id"": 1, ""wl_id"": ""128""}]"
3,"[{""wl"": [""иванов"", ""алексей"", ""молдавский"", ""женский"", ""вячеслав"", ""георгий""], ""id"": 1, ""wl_id"": ""129""}]"
2,"[{""wl"": [""ирландия"", ""мануэль"", ""штат"", ""ирландский"", ""хосе"", ""шон""], ""id"": 1, ""wl_id"": ""130""}]"
2,"[{""wl"": [""поселения"", ""сельского"", ""к"", ""области"", ""село"", ""районе""], ""id"": 1, ""wl_id"": ""131""}]"
5,"[{""wl"": [""сша"", ""штат"", ""еврейский"", ""американский"", ""канада"", ""университет""], ""id"": 1, ""wl_id"": ""132""}]"
4,"[{""wl"": [""география"", ""село"", ""сесть"", ""район"", ""монастырь"", ""берег""], ""id"": 1, ""wl_id"": ""133""}]"
0,"[{""wl"": [""предприятие"", ""производство"", ""строительство"", ""составлять"", ""завод"", ""промышленность""], ""id"": 1, ""wl_id"": ""134""}]"
5,"[{""wl"": [""уральский"", ""верхний"", ""нижегородский"", ""пруд"", ""нижний"", ""у""], ""id"": 1, ""wl_id"": ""135""}]"
2,"[{""wl"": [""по"", ""в"", ""согласно"", ""с"", ""и"", ""на""], ""id"": 1, ""wl_id"": ""136""}]"
5,"[{""wl"": [""шведский"", ""финляндия"", ""норвегия"", ""финский"", ""швеция"", ""издание""], ""id"": 1, ""wl_id"": ""137""}]"
2,"[{""wl"": [""австралия"", ""австралийский"", ""v"", ""шотландия"", ""новый"", ""зеландия""], ""id"": 1, ""wl_id"": ""138""}]"
1,"[{""wl"": [""спутник"", ""эдуард"", ""гибель"", ""произойти"", ""погибнуть"", ""жертва""], ""id"": 1, ""wl_id"": ""139""}]"
0,"[{""wl"": [""железных"", ""книг"", ""о"", ""автор"", ""книга"", ""книги""], ""id"": 1, ""wl_id"": ""140""}]"
4,"[{""wl"": [""информации"", ""газеты"", ""журнал"", ""records"", ""джон"", ""журнала""], ""id"": 1, ""wl_id"": ""141""}]"
0,"[{""wl"": [""сайт"", ""клуб"", ""команда"", ""спортивный"", ""стадион"", ""футбольный""], ""id"": 1, ""wl_id"": ""142""}]"
0,"[{""wl"": [""компоненты"", ""третьего"", ""второго"", ""второе"", ""поколения"", ""белых""], ""id"": 1, ""wl_id"": ""143""}]"
0,"[{""wl"": [""против"", ""президента"", ""пост"", ""страны"", ""партии"", ""статусом""], ""id"": 1, ""wl_id"": ""144""}]"
2,"[{""wl"": [""канаде"", ""канады"", ""de"", ""канада"", ""провинции"", ""провинция""], ""id"": 1, ""wl_id"": ""145""}]"
5,"[{""wl"": [""жителей"", ""селе"", ""детей"", ""улицы"", ""улица"", ""от""], ""id"": 1, ""wl_id"": ""146""}]"
5,"[{""wl"": [""роману"", ""наук"", ""настоящая"", ""определённого"", ""отверстие"", ""владимиром""], ""id"": 1, ""wl_id"": ""147""}]"
1,"[{""wl"": [""был"", ""дорог"", ""его"", ""в"", ""году"", ""он""], ""id"": 1, ""wl_id"": ""148""}]"
2,"[{""wl"": [""сельский"", ""деревня"", ""год"", ""район"", ""состав"", ""поселение""], ""id"": 1, ""wl_id"": ""149""}]"
2,"[{""wl"": [""of"", ""i"", ""@card@"", ""a"", ""in"", ""and""], ""id"": 1, ""wl_id"": ""150""}]"
1,"[{""wl"": [""население"", ""году"", ""человек"", ""он"", ""были"", ""коммуны""], ""id"": 1, ""wl_id"": ""151""}]"
5,"[{""wl"": [""издание"", ""роман"", ""газета"", ""журнал"", ""книга"", ""индонезия""], ""id"": 1, ""wl_id"": ""152""}]"
2,"[{""wl"": [""при"", ""что"", ""может"", ""если"", ""был"", ""то""], ""id"": 1, ""wl_id"": ""153""}]"
2,"[{""wl"": [""нем"", ""организации"", ""детей"", ""организация"", ""средства"", ""фонда""], ""id"": 1, ""wl_id"": ""154""}]"
2,"[{""wl"": [""от"", ""о"", ""части"", ""м"", ""км"", ""на""], ""id"": 1, ""wl_id"": ""155""}]"
0,"[{""wl"": [""э"", ""в"", ""за"", ""он"", ""году"", ""года""], ""id"": 1, ""wl_id"": ""156""}]"
0,"[{""wl"": [""для"", ""физической"", ""живых"", ""обмена"", ""химии"", ""биологии""], ""id"": 1, ""wl_id"": ""157""}]"
3,"[{""wl"": [""англии"", ""английский"", ""великобритании"", ""состав"", ""ирландии"", ""джон""], ""id"": 1, ""wl_id"": ""158""}]"
5,"[{""wl"": [""искусств"", ""художник"", ""искусства"", ""художника"", ""работы"", ""игры""], ""id"": 1, ""wl_id"": ""159""}]"
1,"[{""wl"": [""для"", ""при"", ""строительства"", ""завода"", ""строительство"", ""завод""], ""id"": 1, ""wl_id"": ""160""}]"
3,"[{""wl"": [""v"", ""iii"", ""iv"", ""население"", ""королева"", ""x""], ""id"": 1, ""wl_id"": ""161""}]"
4,"[{""wl"": [""флаг"", ""знак"", ""предприятие"", ""символ"", ""латинский"", ""стиль""], ""id"": 1, ""wl_id"": ""162""}]"
1,"[{""wl"": [""члена"", ""андре"", ""красные"", ""французским"", ""членом"", ""году""], ""id"": 1, ""wl_id"": ""163""}]"
5,"[{""wl"": [""отделить"", ""штат"", ""хор"", ""кресло"", ""путать"", ""сицилия""], ""id"": 1, ""wl_id"": ""164""}]"
2,"[{""wl"": [""т"", ""стихи"", ""м"", ""п"", ""поэт"", ""член""], ""id"": 1, ""wl_id"": ""165""}]"
0,"[{""wl"": [""года"", ""области"", ""деревня"", ""дорог"", ""центра"", ""км""], ""id"": 1, ""wl_id"": ""166""}]"
3,"[{""wl"": [""индийский"", ""южный"", ""индия"", ""столица"", ""страна"", ""китай""], ""id"": 1, ""wl_id"": ""167""}]"
4,"[{""wl"": [""она"", ""была"", ""году"", ""её"", ""региона"", ""года""], ""id"": 1, ""wl_id"": ""168""}]"
4,"[{""wl"": [""германия"", ""берлине"", ""гдр"", ""немецких"", ""и"", ""марк""], ""id"": 1, ""wl_id"": ""169""}]"
5,"[{""wl"": [""депо"", ""штаб"", ""выполнена"", ""de"", ""компоненты"", ""томаса""], ""id"": 1, ""wl_id"": ""170""}]"
3,"[{""wl"": [""земля"", ""хозяйство"", ""сельскохозяйственный"", ""греция"", ""сельский"", ""г""], ""id"": 1, ""wl_id"": ""171""}]"
4,"[{""wl"": [""египет"", ""арабский"", ""израиль"", ""грузия"", ""тон"", ""армянский""], ""id"": 1, ""wl_id"": ""172""}]"
4,"[{""wl"": [""производство"", ""производства"", ""промышленности"", ""газа"", ""настоящая"", ""тонн""], ""id"": 1, ""wl_id"": ""173""}]"
3,"[{""wl"": [""крымский"", ""крым"", ""гдр"", ""согласно"", ""башкортостан"", ""турецкий""], ""id"": 1, ""wl_id"": ""174""}]"
0,"[{""wl"": [""кислота"", ""при"", ""год"", ""вещество"", ""свойство"", ""соединение""], ""id"": 1, ""wl_id"": ""175""}]"
0,"[{""wl"": [""адам"", ""зуб"", ""робот"", ""борьба"", ""борец"", ""вес""], ""id"": 1, ""wl_id"": ""176""}]"
0,"[{""wl"": [""наш"", ""эра"", ""вид"", ""найти"", ""культура"", ""обнаружить""], ""id"": 1, ""wl_id"": ""177""}]"
2,"[{""wl"": [""для"", ""и"", ""ван"", ""с"", ""на"", ""при""], ""id"": 1, ""wl_id"": ""178""}]"
3,"[{""wl"": [""за"", ""награды"", ""лауреат"", ""the"", ""премию"", ""премии""], ""id"": 1, ""wl_id"": ""179""}]"
0,"[{""wl"": [""москва"", ""гонка"", ""этап"", ""трасса"", ""на"", ""автомобиль""], ""id"": 1, ""wl_id"": ""180""}]"
5,"[{""wl"": [""породы"", ""животных"", ""белый"", ""пород"", ""среды"", ""псковской""], ""id"": 1, ""wl_id"": ""181""}]"
0,"[{""wl"": [""взрослых"", ""путей"", ""дорог"", ""сети"", ""штат"", ""железных""], ""id"": 1, ""wl_id"": ""182""}]"
1,"[{""wl"": [""украины"", ""марк"", ""театра"", ""россии"", ""александр"", ""театре""], ""id"": 1, ""wl_id"": ""183""}]"
1,"[{""wl"": [""б"", ""губернии"", ""уезда"", ""года"", ""после"", ""согласно""], ""id"": 1, ""wl_id"": ""184""}]"
0,"[{""wl"": [""страна"", ""государство"", ""отношение"", ""правительство"", ""экономический"", ""рынок""], ""id"": 1, ""wl_id"": ""185""}]"
0,"[{""wl"": [""году"", ""компании"", ""млн"", ""компания"", ""является"", ""жителей""], ""id"": 1, ""wl_id"": ""186""}]"
1,"[{""wl"": [""предложения"", ""производство"", ""голос"", ""речь"", ""речи"", ""назвать""], ""id"": 1, ""wl_id"": ""187""}]"
0,"[{""wl"": [""лев"", ""денежный"", ""египет"", ""монета"", ""рубль"", ""африка""], ""id"": 1, ""wl_id"": ""188""}]"
3,"[{""wl"": [""буква"", ""диалект"", ""слово"", ""группа"", ""персонаж"", ""язык""], ""id"": 1, ""wl_id"": ""189""}]"
2,"[{""wl"": [""блок"", ""операция"", ""англия"", ""номер"", ""ключ"", ""передача""], ""id"": 1, ""wl_id"": ""190""}]"
5,"[{""wl"": [""япония"", ""швеция"", ""японский"", ""корея"", ""остров"", ""префектура""], ""id"": 1, ""wl_id"": ""191""}]"
4,"[{""wl"": [""сша"", ""нью-йорк"", ""штат"", ""штата"", ""станция"", ""американской""], ""id"": 1, ""wl_id"": ""192""}]"
1,"[{""wl"": [""города"", ""моря"", ""стран"", ""расположен"", ""метров"", ""над""], ""id"": 1, ""wl_id"": ""193""}]"
0,"[{""wl"": [""согласно"", ""одноимённого"", ""красные"", ""город"", ""сирии"", ""населения""], ""id"": 1, ""wl_id"": ""194""}]"
0,"[{""wl"": [""э"", ""году"", ""были"", ""был"", ""века"", ""была""], ""id"": 1, ""wl_id"": ""195""}]"
