id	wl-id	experiment	topic	intruder-idx	word-0	word-1	word-2	word-3	word-4	word-5
7	81	wiki.ru:dl:10k-100:p/lda:trunc50:big	81	1	поселения	комплекс	поселение	образование	муниципальное	сельское
7	82	wiki.ru:dl:10k-100:p/lda:trunc50:big	46	2	одноимённой	лишь	членов	созданный	японский	всего
7	83	wiki.ru:dll:10k-100:p/lda:trunc50:big	95	4	первой	лодка	война	мировой	кроме	немецкий
7	84	wiki.ru:dl:10k-100:p/lda:trunc50:big	71	1	располагается	образует	плотность	индекс	провинции	италии
7	85	wiki.ru:dll:10k-100:p/lda:trunc50:big	72	1	лесной	база	лес	природный	массив	решение
7	86	wiki.ru:dl:10k-100:p/lda:trunc50:big	54	1	деревня	химических	могилёвской	сельсовета	беларусь	республики
7	87	wiki.ru:dl:10k-100:p/lda:trunc50:big	34	1	джеймс	объектов	ранее	назывался	несколькими	чего
7	88	wiki.ru:dl:10k-100:p/lda:trunc50:big	73	0	президента	совет	сельский	совета	украины	включает
7	89	wiki.ru:dll:10k-100:p/lda:trunc50:big	6	4	народ	иван	род	дворянский	значительный	русский
7	90	wiki.ru:dl:10k-100:p/lda:trunc50:big	33	4	уровнем	метров	моря	над	сельского	высоте
7	91	wiki.ru:dl:10k-100:p/lda:trunc50:big	9	3	фр	марокко	р	group	de	дж
7	92	wiki.ru:dll:10k-100:p/lda:trunc50:big	8	4	строительство	руководитель	библиотека	руководство	империя	начаться
7	93	wiki.ru:dll:10k-100:p/lda:trunc50:big	74	3	генеральный	грузия	согласно	министр	епархия	семь
7	94	wiki.ru:dl:10k-100:p/lda:trunc50:big	90	3	штат	округе	сша	дж	переписи	американский
7	95	wiki.ru:dll:10k-100:p/lda:trunc50:big	36	4	российский	ссср	деятель	государственный	проект	советский
7	96	wiki.ru:dll:10k-100:p/lda:trunc50:big	22	1	длина	компания	род	описание	растение	семейство
7	97	wiki.ru:dll:10k-100:p/lda:trunc50:big	80	2	глава	манга	буква	первая	третий	администрация
7	98	wiki.ru:dl:10k-100:p/lda:trunc50:big	47	1	сп	класса	весом	десятилетия	шахта	нельзя
7	99	wiki.ru:dll:10k-100:p/lda:trunc50:big	37	2	волна	следовать	генри	условие	похожий	благодаря
7	100	wiki.ru:dll:10k-100:p/lda:trunc50:big	55	1	момент	средство	элемент	называться	данный	множество
7	101	wiki.ru:dll:10k-100:p/lda:trunc50:big	62	3	империя	китайский	период	группа	итальянский	ранний
7	102	wiki.ru:dll:10k-100:p/lda:trunc50:big	46	4	сша	перепись	география	штат	важный	американский
7	103	wiki.ru:dl:10k-100:p/lda:trunc50:big	70	0	церкви	актриса	кино	польше	гмина	театра
7	104	wiki.ru:dl:10k-100:p/lda:trunc50:big	53	2	ссср	лауреат	ни	им	премии	культуры
7	105	wiki.ru:dll:10k-100:p/lda:trunc50:big	86	0	без	полный	основатель	называть	выдающийся	литература
7	106	wiki.ru:dl:10k-100:p/lda:trunc50:big	55	2	сын	i	всех	ii	де	смерти
7	107	wiki.ru:dl:10k-100:p/lda:trunc50:big	4	4	династии	веке	н	э	компания	века
7	108	wiki.ru:dll:10k-100:p/lda:trunc50:big	18	4	крупный	сибирь	рассматриваться	and	здание	присутствовать
7	109	wiki.ru:dll:10k-100:p/lda:trunc50:big	92	4	футболист	выступать	начать	клуб	разработать	карьера
7	110	wiki.ru:dl:10k-100:p/lda:trunc50:big	75	5	озеро	гора	горы	м	озера	семей
7	111	wiki.ru:dll:10k-100:p/lda:trunc50:big	94	2	век	национальный	армия	буква	конец	парк
7	112	wiki.ru:dll:10k-100:p/lda:trunc50:big	96	3	зона	переход	собака	перейти	специальный	решить
7	113	wiki.ru:dll:10k-100:p/lda:trunc50:big	53	2	король	сын	соединение	мать	отец	брат
7	114	wiki.ru:dl:10k-100:p/lda:trunc50:big	89	1	излучения	псковской	group	media	акции	четыре
7	115	wiki.ru:dll:10k-100:p/lda:trunc50:big	10	1	гражданский	далее	объект	каждый	международный	аэропорт
7	116	wiki.ru:dll:10k-100:p/lda:trunc50:big	9	0	сельский	вода	вещество	химический	белый	кислота
7	117	wiki.ru:dll:10k-100:p/lda:trunc50:big	66	2	звезда	латинский	мужчина	слово	около	характеристика
7	118	wiki.ru:dl:10k-100:p/lda:trunc50:big	2	4	австрии	федеральной	округа	ситуация	дж	политическая
7	119	wiki.ru:dl:10k-100:p/lda:trunc50:big	11	5	комиссии	ни	крупная	правила	агломерация	месторождение
7	120	wiki.ru:dl:10k-100:p/lda:trunc50:big	39	1	полное	чемпион	тем	большинство	ибн	без
7	121	wiki.ru:dll:10k-100:p/lda:trunc50:big	24	0	каждый	база	разработать	завод	машина	все
7	122	wiki.ru:dll:10k-100:p/lda:trunc50:big	28	2	прошлое	торговля	природный	оценка	финансовый	делиться
7	123	wiki.ru:dl:10k-100:p/lda:trunc50:big	68	2	1990-х	другом	начал	оружия	вера	крупного
7	124	wiki.ru:dll:10k-100:p/lda:trunc50:big	71	5	иран	турция	известность	турецкий	произойти	система
7	125	wiki.ru:dll:10k-100:p/lda:trunc50:big	79	4	правительство	политик	израиль	министр	проект	хозяйство
7	126	wiki.ru:dl:10k-100:p/lda:trunc50:big	64	1	башкортостана	штат	края	край	согласно	относится
7	127	wiki.ru:dl:10k-100:p/lda:trunc50:big	62	3	ссср	род	российский	юге	деятель	советский
7	128	wiki.ru:dll:10k-100:p/lda:trunc50:big	85	2	поскольку	монголия	альфред	внутренний	характер	учение
7	129	wiki.ru:dll:10k-100:p/lda:trunc50:big	7	1	менее	организация	из-за	многочисленный	перевод	уже
7	130	wiki.ru:dl:10k-100:p/lda:trunc50:big	48	1	статус	тысяч	российской	происхождения	границы	федерации
7	131	wiki.ru:dl:10k-100:p/lda:trunc50:big	5	0	группы	дорога	средней	строительство	мире	месторождение
7	132	wiki.ru:dl:10k-100:p/lda:trunc50:big	21	2	участников	описывает	студент	действия	список	события
7	133	wiki.ru:dll:10k-100:p/lda:trunc50:big	70	5	образ	жизнь	чтобы	должный	транспорт	плотность
7	134	wiki.ru:dll:10k-100:p/lda:trunc50:big	81	2	протекать	длина	руководитель	реестр	берег	водный
7	135	wiki.ru:dl:10k-100:p/lda:trunc50:big	56	2	создано	масло	классификации	тогда	заказу	малого
7	136	wiki.ru:dll:10k-100:p/lda:trunc50:big	40	0	москва	остров	юг	озеро	восток	север
7	137	wiki.ru:dl:10k-100:p/lda:trunc50:big	57	2	наиболее	актриса	средней	род	роли	благодаря
7	138	wiki.ru:dll:10k-100:p/lda:trunc50:big	14	0	ток	сельский	деревня	примерно	поселение	московский
7	139	wiki.ru:dll:10k-100:p/lda:trunc50:big	0	5	улица	далее	культура	москва	переулок	английский
7	140	wiki.ru:dl:10k-100:p/lda:trunc50:big	19	4	муниципалитет	год)	провинцию	испании	дж	автономного
7	141	wiki.ru:dll:10k-100:p/lda:trunc50:big	11	0	дипломатический	говорить	перейти	всё	остальной	постоянно
7	142	wiki.ru:dl:10k-100:p/lda:trunc50:big	97	3	международной	михайлович	исследования	сельского	артур	момента
7	143	wiki.ru:dll:10k-100:p/lda:trunc50:big	68	2	журнал	газета	момент	означать	медицинский	популярный
7	144	wiki.ru:dll:10k-100:p/lda:trunc50:big	77	4	между	пять	отношение	установить	стокгольм	источник
7	145	wiki.ru:dll:10k-100:p/lda:trunc50:big	1	1	следующий	университет	термин	использоваться	обозначение	значение
7	146	wiki.ru:dll:10k-100:p/lda:trunc50:big	78	1	перепись	армянский	код	украина	сельский	совет
7	147	wiki.ru:dl:10k-100:p/lda:trunc50:big	18	5	италия	августа	руководством	итальянский	серии	всероссийской
7	148	wiki.ru:dl:10k-100:p/lda:trunc50:big	12	0	акции	альбома	группы	альбом	the	об
7	149	wiki.ru:dl:10k-100:p/lda:trunc50:big	30	1	хлеб	исследования	доме	отдельное	двойной	никола
7	150	wiki.ru:dl:10k-100:p/lda:trunc50:big	88	0	наталья	классификации	главным	образом	класса	белок
7	151	wiki.ru:dll:10k-100:p/lda:trunc50:big	34	2	крепость	азербайджанский	проводиться	армянский	азербайджан	армения
7	152	wiki.ru:dl:10k-100:p/lda:trunc50:big	36	2	свойства	соединение	бельгии	род	кристаллы	образует
7	153	wiki.ru:dl:10k-100:p/lda:trunc50:big	76	4	против	восстания	народа	империи	малого	османской
7	154	wiki.ru:dll:10k-100:p/lda:trunc50:big	23	2	церковь	святой	коммуна	православный	мария	монастырь
7	155	wiki.ru:dl:10k-100:p/lda:trunc50:big	85	3	волость	волости	деревни	индекс	псковской	деревня
7	156	wiki.ru:dl:10k-100:p/lda:trunc50:big	58	4	культура	данной	среднего	раннего	объекты	польша
7	157	wiki.ru:dl:10k-100:p/lda:trunc50:big	63	2	различные	основателем	германия	самого	считается	основания
7	158	wiki.ru:dll:10k-100:p/lda:trunc50:big	31	5	де	париж	через	французский	франция	выдающийся
7	159	wiki.ru:dll:10k-100:p/lda:trunc50:big	90	1	джон	около	графство	великобритания	британский	английский
7	160	wiki.ru:dl:10k-100:p/lda:trunc50:big	82	4	сайта	льва	сторон	всех	поселения	македония
7	161	wiki.ru:dll:10k-100:p/lda:trunc50:big	17	4	греческий	искусство	жить	современный	сельсовет	художник
7	162	wiki.ru:dll:10k-100:p/lda:trunc50:big	41	5	ток	вагон	поезд	постоянный	алгоритм	исторический
7	163	wiki.ru:dl:10k-100:p/lda:trunc50:big	16	1	нор	белок	судно	судна	построено	пригород
7	164	wiki.ru:dll:10k-100:p/lda:trunc50:big	21	0	использование	географический	тип	япония	положение	посёлок
7	165	wiki.ru:dl:10k-100:p/lda:trunc50:big	96	1	термин	полное	означать	многозначный	объекты	значения
7	166	wiki.ru:dll:10k-100:p/lda:trunc50:big	99	2	серия	компания	сельский	создать	проект	игра
7	167	wiki.ru:dll:10k-100:p/lda:trunc50:big	65	4	муниципальный	поселение	республика	образование	поезд	сельский
7	168	wiki.ru:dll:10k-100:p/lda:trunc50:big	15	4	турнир	профессиональный	проводиться	открытый	дворянский	свет
7	169	wiki.ru:dl:10k-100:p/lda:trunc50:big	42	4	функции	монголии	играет	относятся	доме	роль
7	170	wiki.ru:dll:10k-100:p/lda:trunc50:big	25	1	средний	север	пакистан	безопасность	индия	индийский
7	171	wiki.ru:dll:10k-100:p/lda:trunc50:big	20	5	метр	высота	склон	хребет	гора	др
7	172	wiki.ru:dl:10k-100:p/lda:trunc50:big	35	4	из-за	крепость	замок	многие	кристаллы	израильский
7	173	wiki.ru:dll:10k-100:p/lda:trunc50:big	2	2	друг	дело	источник	материал	суд	банк
7	174	wiki.ru:dll:10k-100:p/lda:trunc50:big	27	4	различный	страна	государство	дипломатический	лесной	столица
7	175	wiki.ru:dll:10k-100:p/lda:trunc50:big	76	1	миннесота	жизнь	древний	эра	наш	марк
7	176	wiki.ru:dl:10k-100:p/lda:trunc50:big	3	3	версии	компанией	игра	качестве	игры	происходит
7	177	wiki.ru:dl:10k-100:p/lda:trunc50:big	98	0	городского	ссылки	русских	словакия	обсерватория	активно
7	178	wiki.ru:dll:10k-100:p/lda:trunc50:big	51	0	затем	партия	община	болгария	движение	политический
7	179	wiki.ru:dll:10k-100:p/lda:trunc50:big	29	5	магазин	кроме	парламент	буквально	отделение	известность
7	180	wiki.ru:dl:10k-100:p/lda:trunc50:big	80	0	горы	село	провинция	политическая	общину	болгарии
7	181	wiki.ru:dll:10k-100:p/lda:trunc50:big	63	1	фотограф	фонд	фотоаппарат	существование	модификация	фотография
7	182	wiki.ru:dl:10k-100:p/lda:trunc50:big	26	2	востоке	юге	заказу	севере	языке	западе
7	183	wiki.ru:dl:10k-100:p/lda:trunc50:big	40	3	герой	армии	войны	могилёвской	участник	великой
7	184	wiki.ru:dll:10k-100:p/lda:trunc50:big	19	0	принятие	стокгольм	без	простой	шведский	прямой
7	185	wiki.ru:dll:10k-100:p/lda:trunc50:big	26	4	принятие	почти	чем	бедный	край	домашний
7	186	wiki.ru:dll:10k-100:p/lda:trunc50:big	98	4	единица	уезд	компания	крупнейший	создать	волость
7	187	wiki.ru:dl:10k-100:p/lda:trunc50:big	37	2	принадлежит	класс	станции	средний	женщины	бельгии
7	188	wiki.ru:dl:10k-100:p/lda:trunc50:big	51	4	земле	коммуна	официальный	германии	согласные	года)
7	189	wiki.ru:dl:10k-100:p/lda:trunc50:big	49	3	префектуре	сергей	мать	сп	ним	японии
7	190	wiki.ru:dll:10k-100:p/lda:trunc50:big	87	2	земля	код	единственный	департамент	официальный	коммуна
7	191	wiki.ru:dl:10k-100:p/lda:trunc50:big	38	1	конца	советский	назад	существования	период	появились
7	192	wiki.ru:dl:10k-100:p/lda:trunc50:big	32	0	индии	главных	частности	архитектуры	одноимённого	основе
7	193	wiki.ru:dl:10k-100:p/lda:trunc50:big	79	4	юго-востоке	качестве	берег	упоминается	острова	впервые
7	194	wiki.ru:dl:10k-100:p/lda:trunc50:big	84	4	улицы	фамилия	носители	улица	длина	москвы
7	195	wiki.ru:dl:10k-100:p/lda:trunc50:big	61	0	приблизительно	небольшой	острова	острове	островов	остров
7	196	wiki.ru:dll:10k-100:p/lda:trunc50:big	89	1	кристалл	женский	соединение	образовать	фамилия	носитель
7	197	wiki.ru:dl:10k-100:p/lda:trunc50:big	69	3	членов	мышца	орден	футболист	мышцы	вне
7	198	wiki.ru:dll:10k-100:p/lda:trunc50:big	47	4	школа	затем	немецкий	учиться	высота	семья
7	199	wiki.ru:dl:10k-100:p/lda:trunc50:big	23	0	книга	мозга	означать	быстро	блюдо	объектов
